,NO_1,NO_2,NO_3,NO_4,NO_5
2019-02-20 07:00:00+01:00,45.0,45.0,44.6,44.6,45.0
2019-02-20 08:00:00+01:00,45.85,45.85,44.75,44.75,45.85
2019-02-20 09:00:00+01:00,45.62,45.62,44.93,44.93,45.62
2019-02-20 10:00:00+01:00,45.43,45.43,45.07,45.07,45.43
2019-02-20 11:00:00+01:00,44.3,44.3,44.3,44.3,44.3
2019-02-20 12:00:00+01:00,43.74,43.74,43.74,43.74,43.74
2019-02-20 13:00:00+01:00,43.97,43.97,43.97,43.97,43.97
2019-02-20 14:00:00+01:00,44.6,44.6,44.6,44.6,44.6
2019-02-20 15:00:00+01:00,44.91,44.91,44.91,44.91,44.91
2019-02-20 16:00:00+01:00,45.54,45.54,45.54,45.54,45.54
2019-02-20 17:00:00+01:00,46.42,46.42,46.42,46.42,46.42
2019-02-20 18:00:00+01:00,46.56,46.56,46.56,46.56,46.56
2019-02-20 19:00:00+01:00,45.63,45.63,45.63,45.63,45.63
2019-02-20 20:00:00+01:00,45.06,45.06,45.06,45.06,45.06
2019-02-20 21:00:00+01:00,44.06,44.06,44.06,44.06,44.06
2019-02-20 22:00:00+01:00,43.27,43.27,43.27,43.27,43.27
2019-02-20 23:00:00+01:00,42.14,42.14,42.14,42.14,42.14
2019-02-21 00:00:00+01:00,41.54,41.54,41.54,41.54,41.54
2019-02-21 01:00:00+01:00,40.79,40.79,40.79,40.79,40.79
2019-02-21 02:00:00+01:00,40.72,40.72,40.63,40.63,40.72
2019-02-21 03:00:00+01:00,40.93,40.93,40.93,40.93,40.93
2019-02-21 04:00:00+01:00,41.24,41.24,41.24,41.24,41.24
2019-02-21 05:00:00+01:00,42.98,42.98,42.98,42.98,42.98
2019-02-21 06:00:00+01:00,44.26,44.26,44.26,44.26,44.26
2019-02-21 07:00:00+01:00,45.72,45.72,45.72,45.72,45.72
2019-02-21 08:00:00+01:00,46.14,46.14,46.14,46.14,46.14
2019-02-21 09:00:00+01:00,45.58,45.58,45.58,45.58,45.58
2019-02-21 10:00:00+01:00,44.74,44.74,44.74,44.74,44.74
2019-02-21 11:00:00+01:00,44.14,44.14,44.14,44.14,44.14
2019-02-21 12:00:00+01:00,43.88,43.88,43.88,43.88,43.88
2019-02-21 13:00:00+01:00,43.83,43.83,43.83,43.83,43.83
2019-02-21 14:00:00+01:00,43.96,43.96,43.96,43.96,43.96
2019-02-21 15:00:00+01:00,44.2,44.2,44.2,44.2,44.2
2019-02-21 16:00:00+01:00,45.19,45.19,45.19,45.19,45.19
2019-02-21 17:00:00+01:00,46.35,46.35,45.45,45.45,46.35
2019-02-21 18:00:00+01:00,46.45,46.45,44.95,44.95,46.45
2019-02-21 19:00:00+01:00,46.33,46.33,44.75,44.75,46.33
2019-02-21 20:00:00+01:00,45.63,45.63,44.45,44.45,45.63
2019-02-21 21:00:00+01:00,45.02,45.02,44.2,44.2,45.02
2019-02-21 22:00:00+01:00,44.0,44.0,44.0,44.0,44.0
2019-02-21 23:00:00+01:00,42.69,42.69,42.69,42.69,42.69
2019-02-22 00:00:00+01:00,42.25,42.25,42.25,42.25,42.25
2019-02-22 01:00:00+01:00,41.2,41.2,41.2,41.2,41.2
2019-02-22 02:00:00+01:00,40.82,40.82,40.82,40.82,40.82
2019-02-22 03:00:00+01:00,40.56,40.56,40.56,40.56,40.56
2019-02-22 04:00:00+01:00,41.28,41.28,41.28,41.28,41.28
2019-02-22 05:00:00+01:00,43.03,43.03,43.03,43.03,43.03
2019-02-22 06:00:00+01:00,45.43,45.43,43.95,43.95,45.43
2019-02-22 07:00:00+01:00,45.89,45.89,43.68,43.68,45.89
2019-02-22 08:00:00+01:00,45.97,45.97,43.64,43.64,45.97
2019-02-22 09:00:00+01:00,45.99,45.99,43.55,43.55,45.99
2019-02-22 10:00:00+01:00,45.78,45.78,43.4,43.4,45.78
2019-02-22 11:00:00+01:00,45.25,45.25,43.19,43.19,45.25
2019-02-22 12:00:00+01:00,43.67,43.67,43.01,43.01,43.67
2019-02-22 13:00:00+01:00,43.19,43.19,43.0,43.0,43.19
2019-02-22 14:00:00+01:00,43.95,43.95,42.91,42.91,43.95
2019-02-22 15:00:00+01:00,44.2,44.2,42.89,42.89,44.2
2019-02-22 16:00:00+01:00,45.22,45.22,42.98,42.98,45.22
2019-02-22 17:00:00+01:00,45.56,45.56,42.96,42.96,45.56
2019-02-22 18:00:00+01:00,45.56,45.56,42.91,42.91,45.56
2019-02-22 19:00:00+01:00,45.01,45.01,42.72,42.72,45.01
2019-02-22 20:00:00+01:00,43.0,43.0,42.6,42.6,43.0
2019-02-22 21:00:00+01:00,42.09,42.09,42.04,42.04,42.09
2019-02-22 22:00:00+01:00,42.17,42.17,42.17,42.17,42.17
2019-02-22 23:00:00+01:00,41.44,41.44,39.6,39.6,41.44
2019-02-23 00:00:00+01:00,41.09,41.09,38.04,38.04,41.09
2019-02-23 01:00:00+01:00,40.79,40.79,36.54,36.54,40.79
2019-02-23 02:00:00+01:00,40.35,40.35,36.06,36.06,40.35
2019-02-23 03:00:00+01:00,40.23,40.23,36.01,36.01,40.23
2019-02-23 04:00:00+01:00,40.3,40.3,35.61,35.61,40.3
2019-02-23 05:00:00+01:00,40.32,40.32,36.03,36.03,40.32
2019-02-23 06:00:00+01:00,40.51,40.51,37.79,37.79,40.51
2019-02-23 07:00:00+01:00,40.62,40.62,40.62,40.62,40.62
2019-02-23 08:00:00+01:00,41.57,41.57,41.57,41.57,41.57
2019-02-23 09:00:00+01:00,41.61,41.61,41.61,41.61,41.61
2019-02-23 10:00:00+01:00,41.04,41.04,41.04,41.04,41.04
2019-02-23 11:00:00+01:00,40.85,40.85,40.34,40.34,40.85
2019-02-23 12:00:00+01:00,40.48,40.48,40.02,40.02,40.48
2019-02-23 13:00:00+01:00,40.0,40.0,39.31,39.31,40.0
2019-02-23 14:00:00+01:00,40.12,40.12,38.8,38.8,40.12
2019-02-23 15:00:00+01:00,40.33,40.33,39.33,39.33,40.33
2019-02-23 16:00:00+01:00,41.44,41.44,41.44,41.44,41.44
2019-02-23 17:00:00+01:00,43.01,43.01,43.01,43.01,43.01
2019-02-23 18:00:00+01:00,43.17,43.17,43.17,43.17,43.17
2019-02-23 19:00:00+01:00,42.48,42.48,42.48,42.48,42.48
2019-02-23 20:00:00+01:00,41.61,41.61,41.61,41.61,41.61
2019-02-23 21:00:00+01:00,40.55,40.55,40.35,40.35,40.55
2019-02-23 22:00:00+01:00,41.29,41.29,40.48,40.48,41.29
2019-02-23 23:00:00+01:00,40.95,40.95,39.0,39.0,40.95
2019-02-24 00:00:00+01:00,41.43,41.43,37.82,37.82,41.43
2019-02-24 01:00:00+01:00,41.31,41.31,36.96,36.96,41.31
2019-02-24 02:00:00+01:00,41.37,41.37,36.97,36.97,41.37
2019-02-24 03:00:00+01:00,41.36,41.36,36.21,36.21,41.36
2019-02-24 04:00:00+01:00,41.22,41.22,36.21,36.21,41.22
2019-02-24 05:00:00+01:00,41.06,41.06,37.04,37.04,41.06
2019-02-24 06:00:00+01:00,41.14,41.14,36.98,36.98,41.14
2019-02-24 07:00:00+01:00,40.9,40.9,37.98,37.98,40.9
2019-02-24 08:00:00+01:00,41.11,41.11,39.11,39.11,41.11
2019-02-24 09:00:00+01:00,41.57,41.57,39.79,39.79,41.57
2019-02-24 10:00:00+01:00,42.09,42.09,38.58,38.58,42.09
2019-02-24 11:00:00+01:00,42.06,42.06,37.97,37.97,42.06
2019-02-24 12:00:00+01:00,41.9,41.9,37.67,37.67,41.9
2019-02-24 13:00:00+01:00,41.79,41.79,36.1,36.1,41.79
2019-02-24 14:00:00+01:00,41.55,41.55,35.39,35.39,41.55
2019-02-24 15:00:00+01:00,41.41,41.41,35.86,35.86,41.41
2019-02-24 16:00:00+01:00,41.43,41.43,38.0,38.0,41.43
2019-02-24 17:00:00+01:00,42.17,42.17,41.31,41.31,42.17
2019-02-24 18:00:00+01:00,43.0,43.0,41.63,41.63,43.0
2019-02-24 19:00:00+01:00,42.73,42.73,41.31,41.31,42.73
2019-02-24 20:00:00+01:00,42.63,42.63,40.62,40.62,42.63
2019-02-24 21:00:00+01:00,42.23,42.23,40.21,40.21,42.23
2019-02-24 22:00:00+01:00,41.9,41.9,39.5,39.5,41.9
2019-02-24 23:00:00+01:00,41.25,41.25,38.97,38.97,41.25
2019-02-25 00:00:00+01:00,41.03,41.03,37.09,37.09,41.03
2019-02-25 01:00:00+01:00,40.86,40.86,36.13,36.13,40.86
2019-02-25 02:00:00+01:00,40.73,40.73,36.11,36.11,40.73
2019-02-25 03:00:00+01:00,40.67,40.67,36.02,36.02,40.67
2019-02-25 04:00:00+01:00,40.54,40.54,36.06,36.06,40.54
2019-02-25 05:00:00+01:00,41.11,41.11,40.07,40.07,41.11
2019-02-25 06:00:00+01:00,42.8,42.8,41.49,41.49,42.8
2019-02-25 07:00:00+01:00,43.76,43.76,41.86,41.86,43.76
2019-02-25 08:00:00+01:00,44.38,44.38,41.95,41.95,44.38
2019-02-25 09:00:00+01:00,44.35,44.35,42.1,42.1,44.35
2019-02-25 10:00:00+01:00,44.1,44.1,42.17,42.17,44.1
2019-02-25 11:00:00+01:00,41.85,41.85,41.85,41.85,41.85
2019-02-25 12:00:00+01:00,41.17,41.17,41.07,41.07,41.17
2019-02-25 13:00:00+01:00,41.04,41.04,40.82,40.82,41.04
2019-02-25 14:00:00+01:00,41.04,41.04,41.04,41.04,41.04
2019-02-25 15:00:00+01:00,41.97,41.97,41.97,41.97,41.97
2019-02-25 16:00:00+01:00,43.19,43.19,42.09,42.09,43.19
2019-02-25 17:00:00+01:00,43.98,43.98,42.04,42.04,43.98
2019-02-25 18:00:00+01:00,44.05,44.05,42.01,42.01,44.05
2019-02-25 19:00:00+01:00,43.18,43.18,41.85,41.85,43.18
2019-02-25 20:00:00+01:00,41.95,41.95,41.85,41.85,41.95
2019-02-25 21:00:00+01:00,42.18,42.18,41.04,41.04,42.18
2019-02-25 22:00:00+01:00,41.69,41.69,40.38,40.38,41.69
2019-02-25 23:00:00+01:00,40.86,40.86,39.43,39.43,40.86
2019-02-26 00:00:00+01:00,40.73,40.73,37.1,37.1,40.73
2019-02-26 01:00:00+01:00,40.48,40.48,37.0,37.0,40.48
2019-02-26 02:00:00+01:00,40.23,40.23,36.84,36.84,40.23
2019-02-26 03:00:00+01:00,40.15,40.15,35.88,35.88,40.15
2019-02-26 04:00:00+01:00,40.12,40.12,37.35,37.35,40.12
2019-02-26 05:00:00+01:00,40.84,40.84,40.57,40.57,40.84
2019-02-26 06:00:00+01:00,42.54,42.54,42.54,42.54,42.54
2019-02-26 07:00:00+01:00,43.59,43.59,42.65,42.65,43.59
2019-02-26 08:00:00+01:00,44.31,44.31,43.17,43.17,44.31
2019-02-26 09:00:00+01:00,44.19,44.19,44.16,44.16,44.19
2019-02-26 10:00:00+01:00,43.95,43.95,43.95,43.95,43.95
2019-02-26 11:00:00+01:00,42.56,42.56,42.56,42.56,42.56
2019-02-26 12:00:00+01:00,42.21,42.21,42.21,42.21,42.21
2019-02-26 13:00:00+01:00,42.15,42.15,42.15,42.15,42.15
2019-02-26 14:00:00+01:00,42.14,42.14,42.14,42.14,42.14
2019-02-26 15:00:00+01:00,42.47,42.47,42.47,42.47,42.47
2019-02-26 16:00:00+01:00,43.23,43.23,43.23,43.23,43.23
2019-02-26 17:00:00+01:00,43.78,43.78,43.03,43.03,43.78
2019-02-26 18:00:00+01:00,43.98,43.98,42.77,42.77,43.98
2019-02-26 19:00:00+01:00,43.59,43.59,42.41,42.41,43.59
2019-02-26 20:00:00+01:00,42.69,42.69,42.15,42.15,42.69
2019-02-26 21:00:00+01:00,42.01,42.01,41.85,41.85,42.01
2019-02-26 22:00:00+01:00,41.48,41.48,40.9,40.9,41.48
2019-02-26 23:00:00+01:00,41.29,41.29,40.09,40.09,41.29
2019-02-27 00:00:00+01:00,41.53,41.53,39.61,39.61,41.53
2019-02-27 01:00:00+01:00,41.1,41.1,38.47,38.47,41.1
2019-02-27 02:00:00+01:00,41.03,41.03,37.66,37.66,41.03
2019-02-27 03:00:00+01:00,40.93,40.93,37.46,37.46,40.93
2019-02-27 04:00:00+01:00,40.67,40.67,39.16,39.16,40.67
2019-02-27 05:00:00+01:00,41.09,41.09,40.96,40.96,41.09
2019-02-27 06:00:00+01:00,42.74,42.74,41.3,41.3,42.74
2019-02-27 07:00:00+01:00,44.02,44.02,41.36,41.36,44.02
2019-02-27 08:00:00+01:00,44.55,44.55,41.48,41.48,44.55
2019-02-27 09:00:00+01:00,44.39,44.39,41.57,41.57,44.39
2019-02-27 10:00:00+01:00,43.5,43.5,41.58,41.58,43.5
2019-02-27 11:00:00+01:00,41.35,41.35,41.11,41.11,41.35
2019-02-27 12:00:00+01:00,41.25,41.25,40.02,40.02,41.25
2019-02-27 13:00:00+01:00,41.09,41.09,39.9,39.9,41.09
2019-02-27 14:00:00+01:00,40.36,40.36,40.36,40.36,40.36
2019-02-27 15:00:00+01:00,40.92,40.92,40.92,40.92,40.92
2019-02-27 16:00:00+01:00,42.59,42.59,41.55,41.55,42.59
2019-02-27 17:00:00+01:00,43.34,43.34,41.39,41.39,43.34
2019-02-27 18:00:00+01:00,43.42,43.42,41.66,41.66,43.42
2019-02-27 19:00:00+01:00,42.56,42.56,41.8,41.8,42.56
2019-02-27 20:00:00+01:00,41.32,41.32,41.28,41.28,41.32
2019-02-27 21:00:00+01:00,41.23,41.23,40.58,40.58,41.23
2019-02-27 22:00:00+01:00,40.95,40.95,39.81,39.81,40.95
2019-02-27 23:00:00+01:00,40.55,40.55,36.21,36.21,40.55
2019-02-28 00:00:00+01:00,40.95,40.95,34.05,34.05,40.95
2019-02-28 01:00:00+01:00,40.7,40.7,30.41,30.41,40.7
2019-02-28 02:00:00+01:00,40.49,40.49,30.19,30.19,40.49
2019-02-28 03:00:00+01:00,40.62,40.62,30.4,30.4,40.62
2019-02-28 04:00:00+01:00,40.54,40.54,34.17,34.17,40.54
2019-02-28 05:00:00+01:00,40.41,40.41,37.85,37.85,40.41
2019-02-28 06:00:00+01:00,41.43,41.43,41.43,41.43,41.43
2019-02-28 07:00:00+01:00,43.36,43.36,41.98,41.98,43.36
2019-02-28 08:00:00+01:00,43.97,43.97,42.08,42.08,43.97
2019-02-28 09:00:00+01:00,42.7,42.7,42.34,42.34,42.7
2019-02-28 10:00:00+01:00,42.47,42.47,42.47,42.47,42.47
2019-02-28 11:00:00+01:00,41.49,41.49,41.49,41.49,41.49
2019-02-28 12:00:00+01:00,41.38,41.38,41.38,41.38,41.38
2019-02-28 13:00:00+01:00,41.45,41.45,41.45,41.45,41.45
2019-02-28 14:00:00+01:00,41.61,41.61,41.61,41.61,41.61
2019-02-28 15:00:00+01:00,41.7,41.7,41.7,41.7,41.7
2019-02-28 16:00:00+01:00,42.73,42.73,42.73,42.73,42.73
2019-02-28 17:00:00+01:00,44.19,44.19,44.19,44.19,44.19
2019-02-28 18:00:00+01:00,45.06,45.06,44.96,44.15,45.06
2019-02-28 19:00:00+01:00,44.68,44.68,44.68,43.93,44.68
2019-02-28 20:00:00+01:00,43.78,43.78,43.78,43.78,43.78
2019-02-28 21:00:00+01:00,43.14,43.14,43.14,43.14,43.14
2019-02-28 22:00:00+01:00,42.6,42.6,42.6,42.6,42.6
2019-02-28 23:00:00+01:00,41.44,41.44,41.44,41.44,41.44
2019-03-01 00:00:00+01:00,41.46,41.46,41.46,41.46,41.46
2019-03-01 01:00:00+01:00,40.85,40.85,40.85,40.85,40.85
2019-03-01 02:00:00+01:00,40.69,40.69,40.69,40.69,40.69
2019-03-01 03:00:00+01:00,41.02,41.02,41.02,41.02,41.02
2019-03-01 04:00:00+01:00,41.92,41.92,41.92,41.92,41.92
2019-03-01 05:00:00+01:00,43.39,43.39,43.39,43.39,43.39
2019-03-01 06:00:00+01:00,45.3,45.3,45.3,44.96,45.3
2019-03-01 07:00:00+01:00,46.45,46.45,45.0,45.0,46.45
2019-03-01 08:00:00+01:00,48.52,48.52,45.0,45.0,48.52
2019-03-01 09:00:00+01:00,48.44,48.44,45.47,45.47,48.44
2019-03-01 10:00:00+01:00,47.57,47.57,45.33,45.33,47.57
2019-03-01 11:00:00+01:00,46.51,46.51,44.87,44.87,46.51
2019-03-01 12:00:00+01:00,46.02,46.02,44.74,44.74,46.02
2019-03-01 13:00:00+01:00,45.8,45.8,44.62,44.62,45.8
2019-03-01 14:00:00+01:00,45.41,45.41,44.53,44.53,45.41
2019-03-01 15:00:00+01:00,45.55,45.55,43.96,43.96,45.55
2019-03-01 16:00:00+01:00,45.79,45.79,43.68,43.68,45.79
2019-03-01 17:00:00+01:00,46.2,46.2,43.71,43.71,46.2
2019-03-01 18:00:00+01:00,46.62,46.62,43.51,43.51,46.62
2019-03-01 19:00:00+01:00,46.21,46.21,43.48,43.48,46.21
2019-03-01 20:00:00+01:00,45.52,45.52,43.43,43.43,45.52
2019-03-01 21:00:00+01:00,45.04,45.04,43.19,43.19,45.04
2019-03-01 22:00:00+01:00,44.19,44.19,44.19,44.19,44.19
2019-03-01 23:00:00+01:00,43.35,43.35,43.35,43.35,43.35
2019-03-02 00:00:00+01:00,44.15,44.15,43.13,43.13,44.15
2019-03-02 01:00:00+01:00,43.32,43.32,42.24,42.24,43.32
2019-03-02 02:00:00+01:00,42.45,42.45,41.09,41.09,42.45
2019-03-02 03:00:00+01:00,41.81,41.81,39.49,39.49,41.81
2019-03-02 04:00:00+01:00,41.98,41.98,39.59,39.59,41.98
2019-03-02 05:00:00+01:00,41.92,41.92,39.97,39.97,41.92
2019-03-02 06:00:00+01:00,42.79,42.79,40.48,40.48,42.79
2019-03-02 07:00:00+01:00,43.55,43.55,41.16,41.16,43.55
2019-03-02 08:00:00+01:00,45.33,45.33,41.64,41.64,45.33
2019-03-02 09:00:00+01:00,45.38,45.38,41.93,41.93,45.38
2019-03-02 10:00:00+01:00,45.17,45.17,42.36,42.36,45.17
2019-03-02 11:00:00+01:00,44.37,44.37,41.98,41.98,44.37
2019-03-02 12:00:00+01:00,43.48,43.48,41.84,41.84,43.48
2019-03-02 13:00:00+01:00,42.16,42.16,40.21,40.21,42.16
2019-03-02 14:00:00+01:00,42.03,42.03,39.26,39.26,42.03
2019-03-02 15:00:00+01:00,42.4,42.4,39.18,39.18,42.4
2019-03-02 16:00:00+01:00,42.82,42.82,40.97,40.97,42.82
2019-03-02 17:00:00+01:00,43.78,43.78,43.78,43.78,43.78
2019-03-02 18:00:00+01:00,44.88,44.88,44.77,44.77,44.88
2019-03-02 19:00:00+01:00,43.96,43.96,43.22,43.22,43.96
2019-03-02 20:00:00+01:00,43.19,43.19,40.47,40.47,43.19
2019-03-02 21:00:00+01:00,42.54,42.54,40.06,40.06,42.54
2019-03-02 22:00:00+01:00,42.07,42.07,39.77,39.77,42.07
2019-03-02 23:00:00+01:00,41.71,41.71,37.77,37.77,41.71
2019-03-03 00:00:00+01:00,41.22,41.22,38.89,38.89,41.22
2019-03-03 01:00:00+01:00,41.52,41.52,37.48,37.48,41.52
2019-03-03 02:00:00+01:00,41.1,41.1,37.29,37.29,41.1
2019-03-03 03:00:00+01:00,40.98,40.98,37.74,37.74,40.98
2019-03-03 04:00:00+01:00,41.41,41.41,38.57,38.57,41.41
2019-03-03 05:00:00+01:00,39.1,39.1,38.86,38.86,39.1
2019-03-03 06:00:00+01:00,40.11,40.11,37.33,37.33,40.11
2019-03-03 07:00:00+01:00,40.96,40.96,39.12,39.12,40.96
2019-03-03 08:00:00+01:00,40.88,40.88,40.21,40.21,40.88
2019-03-03 09:00:00+01:00,42.11,42.11,41.03,41.03,42.11
2019-03-03 10:00:00+01:00,42.66,42.66,41.42,41.42,42.66
2019-03-03 11:00:00+01:00,42.62,42.62,40.99,40.99,42.62
2019-03-03 12:00:00+01:00,42.49,42.49,40.65,40.65,42.49
2019-03-03 13:00:00+01:00,41.94,41.94,40.23,40.23,41.94
2019-03-03 14:00:00+01:00,40.95,40.95,39.87,39.87,40.95
2019-03-03 15:00:00+01:00,39.68,39.68,39.68,39.68,39.68
2019-03-03 16:00:00+01:00,40.29,40.29,40.29,40.29,40.29
2019-03-03 17:00:00+01:00,41.79,41.79,41.79,41.79,41.79
2019-03-03 18:00:00+01:00,42.92,42.92,42.92,42.92,42.92
2019-03-03 19:00:00+01:00,43.12,43.12,43.12,43.12,43.12
2019-03-03 20:00:00+01:00,42.68,42.68,42.68,42.68,42.68
2019-03-03 21:00:00+01:00,42.23,42.23,41.62,41.62,42.23
2019-03-03 22:00:00+01:00,41.91,41.91,40.94,40.94,41.91
2019-03-03 23:00:00+01:00,41.47,41.47,40.32,40.32,41.47
2019-03-04 00:00:00+01:00,41.58,41.58,39.78,39.78,41.58
2019-03-04 01:00:00+01:00,41.64,41.64,39.3,39.3,41.64
2019-03-04 02:00:00+01:00,41.11,41.11,39.32,39.32,41.11
2019-03-04 03:00:00+01:00,41.29,41.29,39.51,39.51,41.29
2019-03-04 04:00:00+01:00,40.7,40.7,40.7,40.7,40.7
2019-03-04 05:00:00+01:00,41.48,41.48,41.48,41.48,41.48
2019-03-04 06:00:00+01:00,42.32,42.32,42.32,42.32,42.32
2019-03-04 07:00:00+01:00,42.94,42.94,42.94,42.94,42.94
2019-03-04 08:00:00+01:00,44.03,44.03,44.03,44.03,44.03
2019-03-04 09:00:00+01:00,44.4,44.4,44.4,44.4,44.4
2019-03-04 10:00:00+01:00,44.3,44.3,44.3,44.3,44.3
2019-03-04 11:00:00+01:00,43.79,43.79,43.79,43.79,43.79
2019-03-04 12:00:00+01:00,42.95,42.95,42.95,42.95,42.95
2019-03-04 13:00:00+01:00,42.87,42.87,42.87,42.87,42.87
2019-03-04 14:00:00+01:00,42.83,42.83,42.83,42.83,42.83
2019-03-04 15:00:00+01:00,42.85,42.85,42.85,42.85,42.85
2019-03-04 16:00:00+01:00,42.88,42.88,42.88,42.88,42.88
2019-03-04 17:00:00+01:00,43.22,43.22,43.22,43.22,43.22
2019-03-04 18:00:00+01:00,43.1,43.1,43.1,43.1,43.1
2019-03-04 19:00:00+01:00,43.02,43.02,43.02,43.02,43.02
2019-03-04 20:00:00+01:00,42.69,42.69,41.61,41.61,42.69
2019-03-04 21:00:00+01:00,42.83,42.83,40.75,40.75,42.83
2019-03-04 22:00:00+01:00,42.21,42.21,39.46,39.46,42.21
2019-03-04 23:00:00+01:00,41.62,41.62,37.06,37.06,41.62
2019-03-05 00:00:00+01:00,42.13,42.13,37.81,37.81,42.13
2019-03-05 01:00:00+01:00,41.99,41.99,36.86,36.86,41.99
2019-03-05 02:00:00+01:00,41.93,41.93,36.84,36.84,41.93
2019-03-05 03:00:00+01:00,41.99,41.99,36.86,36.86,41.99
2019-03-05 04:00:00+01:00,42.03,42.03,38.16,38.16,42.03
2019-03-05 05:00:00+01:00,42.02,42.02,40.55,40.55,42.02
2019-03-05 06:00:00+01:00,42.33,42.33,42.28,42.28,42.33
2019-03-05 07:00:00+01:00,44.24,44.24,44.24,44.24,44.24
2019-03-05 08:00:00+01:00,44.68,44.68,44.68,44.68,44.68
2019-03-05 09:00:00+01:00,44.73,44.73,44.73,44.73,44.73
2019-03-05 10:00:00+01:00,44.71,44.71,44.71,44.71,44.71
2019-03-05 11:00:00+01:00,44.39,44.39,44.39,44.39,44.39
2019-03-05 12:00:00+01:00,43.99,43.99,43.99,43.99,43.99
2019-03-05 13:00:00+01:00,43.79,43.79,43.79,43.79,43.79
2019-03-05 14:00:00+01:00,43.77,43.77,43.77,43.77,43.77
2019-03-05 15:00:00+01:00,44.38,44.38,44.38,44.38,44.38
2019-03-05 16:00:00+01:00,46.09,46.09,46.09,46.09,46.09
2019-03-05 17:00:00+01:00,47.69,47.69,49.27,49.27,47.69
2019-03-05 18:00:00+01:00,48.68,48.68,55.01,55.01,48.68
2019-03-05 19:00:00+01:00,48.61,48.61,52.57,52.57,48.61
2019-03-05 20:00:00+01:00,47.74,47.74,47.74,47.74,47.74
2019-03-05 21:00:00+01:00,46.41,46.41,46.41,46.41,46.41
2019-03-05 22:00:00+01:00,44.75,44.75,44.75,44.75,44.75
2019-03-05 23:00:00+01:00,42.79,42.79,42.79,42.79,42.79
2019-03-06 00:00:00+01:00,43.07,43.07,43.07,43.07,43.07
2019-03-06 01:00:00+01:00,42.75,42.75,42.75,42.75,42.75
2019-03-06 02:00:00+01:00,42.51,42.51,42.51,42.51,42.51
2019-03-06 03:00:00+01:00,42.58,42.58,42.58,42.58,42.58
2019-03-06 04:00:00+01:00,43.44,43.44,43.44,43.44,43.44
2019-03-06 05:00:00+01:00,44.81,44.81,44.81,44.81,44.81
2019-03-06 06:00:00+01:00,45.48,45.48,45.48,45.48,45.48
2019-03-06 07:00:00+01:00,47.53,47.53,47.53,47.53,47.53
2019-03-06 08:00:00+01:00,47.79,47.79,47.79,47.79,47.79
2019-03-06 09:00:00+01:00,47.8,47.8,47.8,47.8,47.8
2019-03-06 10:00:00+01:00,47.41,47.41,47.41,47.41,47.41
2019-03-06 11:00:00+01:00,46.84,46.84,46.84,46.84,46.84
2019-03-06 12:00:00+01:00,46.32,46.32,46.32,46.32,46.32
2019-03-06 13:00:00+01:00,46.07,46.07,46.07,46.07,46.07
2019-03-06 14:00:00+01:00,45.63,45.63,45.63,45.63,45.63
2019-03-06 15:00:00+01:00,45.04,45.04,45.04,45.04,45.04
2019-03-06 16:00:00+01:00,45.35,45.35,45.35,45.35,45.35
2019-03-06 17:00:00+01:00,45.73,45.73,45.73,45.73,45.73
2019-03-06 18:00:00+01:00,45.88,45.88,45.88,45.88,45.88
2019-03-06 19:00:00+01:00,44.98,44.98,44.98,44.98,44.98
2019-03-06 20:00:00+01:00,43.99,43.99,43.99,43.99,43.99
2019-03-06 21:00:00+01:00,43.1,43.1,43.03,43.03,43.1
2019-03-06 22:00:00+01:00,42.46,42.46,42.38,42.38,42.46
2019-03-06 23:00:00+01:00,41.95,41.95,41.95,41.95,41.95
2019-03-07 00:00:00+01:00,42.54,42.54,42.54,42.54,42.54
2019-03-07 01:00:00+01:00,41.82,41.82,41.82,41.82,41.82
2019-03-07 02:00:00+01:00,41.6,41.6,41.6,41.6,41.6
2019-03-07 03:00:00+01:00,41.6,41.6,41.6,41.6,41.6
2019-03-07 04:00:00+01:00,41.07,41.07,41.07,41.07,41.07
2019-03-07 05:00:00+01:00,43.11,43.11,43.11,43.11,43.11
2019-03-07 06:00:00+01:00,44.79,44.79,44.79,44.79,44.79
2019-03-07 07:00:00+01:00,47.02,47.02,47.02,47.02,47.02
2019-03-07 08:00:00+01:00,47.88,47.88,47.88,47.88,47.88
2019-03-07 09:00:00+01:00,47.61,47.61,47.61,47.61,47.61
2019-03-07 10:00:00+01:00,47.45,47.45,47.45,47.45,47.45
2019-03-07 11:00:00+01:00,46.69,46.69,46.69,46.69,46.69
2019-03-07 12:00:00+01:00,45.91,45.91,45.91,45.91,45.91
2019-03-07 13:00:00+01:00,45.54,45.54,45.54,45.54,45.54
2019-03-07 14:00:00+01:00,44.91,44.91,44.91,44.91,44.91
2019-03-07 15:00:00+01:00,44.42,44.42,44.42,44.42,44.42
2019-03-07 16:00:00+01:00,43.99,43.99,43.99,43.99,43.99
2019-03-07 17:00:00+01:00,44.7,44.7,44.7,44.7,44.7
2019-03-07 18:00:00+01:00,45.02,45.02,45.02,45.02,45.02
2019-03-07 19:00:00+01:00,45.01,45.01,45.01,45.01,45.01
2019-03-07 20:00:00+01:00,43.44,43.44,43.7,43.7,43.44
2019-03-07 21:00:00+01:00,42.97,42.97,43.6,43.6,42.97
2019-03-07 22:00:00+01:00,42.59,42.59,42.99,42.99,42.59
2019-03-07 23:00:00+01:00,41.91,41.91,42.6,42.6,41.91
